Name,Issue Type,Priority,Rank,Status,Target Sprint,Build Number,Opened Date,Opened Time,Days old,Attachments,Assigned to,Progress Comments,Description,Duplicates?,Bug source,Associated features,Created by,Notification status,If complete,Closed,Notified users?,Status Time Changed,Date Completed,Minutes To Completion
the attribute QuickFix.weSuggest isn't displaying in the statement JobOfferMarket.weSuggest,Functional Bug,Critical,1,Complete,,40,2020-01-29,1/29/2020 11:14am,192,,Adam Galper,,,,,,Nicole Johnson,⚠️ Need to notify,1,1,,1/31/2020 4:58pm,2020-02-01,3223
"the attribute QuickFix.careToShare displays old text, and it doesn't have options associated with it",Functional Bug,Critical,1,Complete,,40,2020-01-29,1/29/2020 11:25am,192,,Adam Galper,,"The attribute QuickFix.careToShare is associated with the statement JobOfferDelivery.careToShare. 

The question in the attribute QuickFix.careToShare is old text. The options associated with the attribute also don't display.",,,,Nicole Johnson,⚠️ Need to notify,1,1,,2/1/2020 2:03pm,2020-02-01,4478
the attribute QuickFix.whichEnding is not displaying in the statement JobOfferDelivery.yourConfidence,Functional Bug,Critical,1,Complete,,40,2020-01-29,1/29/2020 11:28am,192,,Adam Galper,,,,,,Nicole Johnson,⚠️ Need to notify,1,1,,2/1/2020 2:05pm,2020-02-01,4477
the attribute QuickFix.afford is not displaying in the statement JobOfferDelivery.aimHigh,Functional Bug,Critical,1,Complete,,40,2020-01-29,1/29/2020 11:30am,192,,Adam Galper,,,,,,Nicole Johnson,⚠️ Need to notify,1,1,,2/1/2020 2:06pm,2020-02-01,4476
"Job Offer series, Pushback chat isn't loading into app or web app",Build Issue,Critical,1,Complete,,40,2020-01-29,1/29/2020 11:36am,192,,Adam Galper,,,,,,Nicole Johnson,⚠️ Need to notify,1,1,,2/3/2020 6:17pm,2020-02-04,7601
TILE: create shareable tiles with the takeaways of each chat presented as a quote,New Feature,Critical,11,Complete,1/27/2020,20,2019-11-14,11/14/2019 6:49am,268,,"Giselle Galper,Nicole Johnson",,"Have a library of tiles
- Document the flow of how she can share out a tile with a takeaway
- Create tiles.

Takeaways should be formatted into a tile or another distinguishable format. ",,"Slack message from Giselle on 11/13/19: could a tile always have the same background just white with text #cheaCareer and then black strip with white chea seed and pink circle dot?

So, she clicks on takeaway ? mantra? and then it sends a tile automatically or does she want to always customize her tile?",,Nicole Johnson,⚠️ Need to notify,1,1,,2/5/2020 5:53am,2020-02-05,119464
Logic for displaying a statement in Conversation B if Conversation A has been consumed,Unsure,Critical,4,Complete,1/27/2020,20,2019-11-15,11/14/2019 8:37pm,267,,"Adam Galper,Nicole Johnson",Note to NJ- ask Adam for this function. ,"We want statements to display in the Why Pitch and What Pitch Is conversation that are dependent on whether the user has completed the Save or Spend Quiz. 

1.6.2020 Adam will provide a hasConversationCompleted function to Nicole for evaluating whether a chat has been completed. ",,Giselle and Nicole Meeting Notes,,Nicole Johnson,⚠️ Need to notify,1,1,,2/5/2020 10:14am,2020-02-05,118897
View All button in Recent section on the Career page doesn't work,Functional Bug,Critical,4,Complete,1/27/2020,29,2019-12-09,12/9/2019 1:44pm,243,,Adam Galper,,The view all button in the Recent section on the Career page isn't active. We would like this View All button to take her to a view/landing page of all of her entries in chronological order.,,Testing the app,,Nicole Johnson,⚠️ Need to notify,1,1,,2/5/2020 5:46am,2020-02-05,83041
FAVORITE: Accomplishments and Shoutouts with a heart function,New Feature,Critical,8,Complete,2/3/2020,35,2020-01-10,1/9/2020 4:28pm,211,,Adam Galper,,vamsi showed this with a Tinder swipe left and right,,,,Nicole Johnson,⚠️ Need to notify,1,1,,2/5/2020 5:52am,2020-02-05,38243
Rules for completion card,New Feature,Critical,12,Complete,1/27/2020,,2020-01-13,1/13/2020 12:53pm,208,,,,,,,,,⚠️ Need to notify,1,1,,2/5/2020 5:54am,2020-02-05,32701
"TILE: Process for populating tiles e.g., for Takeaway, Leading Lady quotes, etc.",New Feature,Critical,11,Complete,1/27/2020,,2020-01-13,1/13/2020 12:54pm,208,,,,,,,,,⚠️ Need to notify,1,1,,2/5/2020 5:53am,2020-02-05,32698
track satisfaction populates actions not satisfaction entries ,Functional Bug,Critical,2,Complete,1/27/2020,,2020-01-15,1/14/2020 8:05pm,206,,Adam Galper,,,,,,,⚠️ Need to notify,1,1,,2/5/2020 5:43am,2020-02-05,30817
"+ button should be the same quick add list on home page, career, and I guess essentials. ",UI Fix,Critical,3,Complete,1/27/2020,,2020-01-15,1/14/2020 8:12pm,206,,"Adam Galper,Nicole Johnson",,"List should have everything in metrics + : Accomplishments Shoutouts Track Satisfaction Market Info Pitch Ask and then either Plan, Goal, Motivation, Objective or just Objective (highest frequency) ",,,,,⚠️ Need to notify,1,1,,2/5/2020 5:44am,2020-02-05,30811
"""Add to Playlist"" feature in the Explore Section of Essentials",New Feature,Critical,9,Complete,1/27/2020,38,2020-01-15,1/15/2020 12:38pm,206,,Adam Galper,,"In the Explore section of the Essentials, we want to have an ""add to Playlist"" icon/feature available for her to add series, chats, guides, and scripts into her Playlist. 

One thought is to have the icon replace the number in the Series section that counts the number of chats in a series, and then for the rest of the sections, the icon could be in alignment with the icon in the series section. 

The icon we want to use for add to playlist is here: https://material.io/resources/icons/?search=playlist&icon=playlist_add&style=outline",,,,,⚠️ Need to notify,1,1,,2/5/2020 5:53am,2020-02-05,29835
ESSENTIALS: bring forward category names in UI,UI Fix,Critical,4,Complete,1/27/2020,,2020-01-16,1/16/2020 8:21am,205,,,,SERIES GUIDES and SCRIPTS need to POP OUT. Can categories be collapsed so it looks tidier and more clear when she first looks. Long lists are overwhelming.,,,,,⚠️ Need to notify,1,1,,2/5/2020 5:46am,2020-02-05,28644
ADD FEEDBACK ICON to INSPIRATION. Use the FEEDBACK icon in nav bar there (waves is community feed) ,UI Fix,Critical,4,Complete,1/27/2020,,2020-01-16,1/16/2020 10:58am,205,,,,"oversight please fix. use same icon as for nav bar. the Feedback icon will go after the community feed. 
",,,,,⚠️ Need to notify,1,1,,2/5/2020 5:47am,2020-02-05,28488
"On the Satisfaction landing page, the top heading is plural. ",UI Fix,Critical,4,Complete,1/27/2020,,2020-01-16,1/16/2020 3:33pm,205,,Adam Galper,,Change from Track Satisfactions to Track Satisfaction,,"Giselle slack message to Adam, Nicole on 1/14",,Nicole Johnson,⚠️ Need to notify,1,1,,2/5/2020 5:47am,2020-02-05,28214
Accomplishments and Shoutouts entered before Build 38 display incorrectly,Functional Bug,Critical,4,Complete,1/27/2020,,2020-01-16,1/16/2020 3:34pm,205,Image from iOS.png (https://dl.airtable.com/.attachments/b755d705d2d515da5dd55eaa090e5aaa/d080cdf1/ImagefromiOS.png),Adam Galper,"Open, edit, save the unnamed entries and this should be fixed",Accomplishment and Shoutout entries entered before Build 38 display on the Accomplishment and Shoutout landing pages without the name of the entry on the card. ,,,,,⚠️ Need to notify,1,1,,2/5/2020 5:49am,2020-02-05,28214
PINNING CHEA SEED CONTENT,New Feature,Critical,7,Complete,2/3/2020,,2020-01-17,1/16/2020 4:55pm,204,,,,"1) Pin a statement while in a chat
2) Pin a chat: From explore or search essentials; During the chat-probably not, but let’s be sure: At the end of the chat
3) Pin gear",,,,,⚠️ Need to notify,1,1,,2/5/2020 5:52am,2020-02-05,28137
Product Sources column in the Statements table isn't pulled into the drawer. All other sources columns are,Functional Bug,Critical,12,Complete,1/27/2020,38,2020-01-17,1/17/2020 6:39am,204,,Adam Galper,,,,,,,⚠️ Need to notify,1,1,,2/5/2020 5:55am,2020-02-05,27315
Link to the Newsflash to the Job Offer Negotiation Script,Content Fix,Critical,1,Complete,,40,2020-01-29,1/29/2020 10:52am,192,,Adam Galper,,"Link the Newsflash to the Job Offer Negotiation Script. Change the text of the Newsflash to say:

Your Job Offer Phone Script is ready.
You've got this. Click here to view.",,,,,⚠️ Need to notify,1,1,,2/5/2020 5:40am,2020-02-05,9768
Homepage: Change the black Meet the Challenge card in UpNext,UI Fix,Critical,12,Complete,2/3/2020,40,2020-01-29,1/29/2020 12:52pm,192,20200124Homepage.png (https://dl.airtable.com/.attachments/6aeba9c4cfd6bd1142fbbc78ed73dcf8/1e7db278/20200124Homepage.png),Adam Galper,,Change the Meet the Challenge card in UpNext from all black with pink border to white with ,,,,,⚠️ Need to notify,1,1,,2/5/2020 5:55am,2020-02-05,9662
Homepage: Change the Inspiration card/tile,UI Fix,Critical,12,Complete,2/3/2020,40,2020-01-29,1/29/2020 12:56pm,192,"20200124Homepage.png (https://dl.airtable.com/.attachments/95a74380bc55d0f528f5985d7ec13fe3/391bdfc7/20200124Homepage.png),Screen Shot 2020-01-30 at 4.57.47 PM.png (https://dl.airtable.com/.attachments/b5af3f0f955410ecd38575df66f47c06/75a169dd/ScreenShot2020-01-30at4.57.47PM.png)",Adam Galper,,"An image is attached to show how we envision this tile looking since we aren't sure on the font size that should be used in the app, but the image is the look we are going for.

Background of the tile is the color: F8F6EA
The text is aligned to the right. 
Add a line break, so each sentence is a new line.
""Showing up for your career."" - in black, Nunito Sans Black
""That's"" - in black, Nunito Sans Black
""badass"" - in pink #E0098A, Nunito Sans Black
#cheaCareer - right aligned, in Nunito Sans Extra Bold. In smaller font than the text above
Add a 1pt, black, dashed border with rounded edges. 

Match the width of the Inspiration tile to the width of the Metrics cards. ",,,,,⚠️ Need to notify,1,1,,2/5/2020 5:56am,2020-02-05,9660
Homepage: Change the placement of the Inspiration icons,UI Fix,Critical,12,Complete,2/3/2020,40,2020-01-29,1/29/2020 1:10pm,192,20200124Homepage.png (https://dl.airtable.com/.attachments/c9b5dc28f6c5eda92262b6d3cc1ba75e/7aec7335/20200124Homepage.png),Adam Galper,,"Move the Inspiration icons beneath the metrics section. 
The icons are on a light grey pad. 
Add the text beneath the circles in a small, yet readable enough font.",,,,,⚠️ Need to notify,1,1,,2/5/2020 5:58am,2020-02-05,9647
Homepage: Changes to the Metric cards,UI Fix,Critical,12,Complete,2/3/2020,40,2020-01-29,1/29/2020 1:16pm,192,20200124Homepage.png (https://dl.airtable.com/.attachments/ba1d3def13aba05fabc94c063797e2d1/d6d77e2c/20200124Homepage.png),Adam Galper,,"Adjust the size of the Metric card to be the same size as the Inspiration card. 
Add the carousel indicator dots so users know there are multiple metric cards. 

For the Review metric card, we propose blue #0190B9

For the Satisfaction metric card, we propose green #0B8147 for the high and then similar, lighter greens for medium and low

For the Market Info metric card, we propose continuing to use the Raspberry #A91B60

For the Challenges metric card, we propose continuing to use Dark Blue #010348

For the Pitches metric card (which is not currently built), we propose using Tangerine #FF6F57",,,,,⚠️ Need to notify,1,1,,2/5/2020 5:58am,2020-02-05,9641
"using NOT logic in function like this [""level.high"", ""level.medium""].includes($Pitching.confidence)",New Feature,Critical,12,Complete,,,2020-02-03,2/3/2020 3:01pm,187,,,"Just use !
e.g.
![""level.high"", ""level.medium""].includes($Pitching.confidence)","Is it possible to use a ! in this type of function: [""level.high"", ""level.medium""].includes($Pitching.confidence) 

I would use the ! to evaluate if the options associated with this attribute are not selected. ",,,,,⚠️ Need to notify,1,1,,2/5/2020 5:59am,2020-02-05,2338
Pushback chat in the Job Offer Series isn't loading ,Build Issue,Critical,1,Complete,,42,2020-02-05,2/5/2020 6:03am,185,Screen Shot 2020-02-05 at 5.39.41 AM.png (https://dl.airtable.com/.attachments/deed4f18c3da554159c4ab42a0fae82e/148792f9/ScreenShot2020-02-05at5.39.41AM.png),Adam Galper,,"When I select the Pushback chat from the Job Offer Series, I get the loading wheel. Screenshot of error is attached.",,,,,⚠️ Need to notify,1,1,,2/6/2020 10:56am,2020-02-06,1732
Home page category names all the same size and font. ,UI Fix,Critical,13,Complete,1/27/2020,,2020-01-13,1/13/2020 1:48pm,208,,,,"Use current ""Inspiration"" which looks faded grey as model. It looks the best. ",,,,,⚠️ Need to notify,1,1,,2/7/2020 3:07pm,2020-02-07,36079
Function: to evaluate whether an attribute is completed,New Feature,Critical,12,Complete,,,2020-02-01,2/1/2020 3:26pm,189,,,"the enableif should just specify the fullname of the attribute, e.g.:

$Pitching.positivity

This expression will evaluate to true if the attribute has a value, false if there is no value","We have content written so a statement displays if a textBlock for a specific attribute is completed. In that statement, we deliver content that is specific to whether the user added text to the textBlock of the attribute.

I would like a function that evaluates whether or not a user has completed the attribute.",,,,,⚠️ Need to notify,1,1,,2/7/2020 5:22pm,2020-02-08,8756
Function: to evaluate whether a user has added an entry to a section in the Career section,New Feature,Critical,12,Complete,,,2020-02-01,2/1/2020 3:34pm,189,,"Nicole Johnson,Giselle Galper","Nicole to discuss with Giselle

I have added the function @hasEntriesOfType(type), where type is the name of the entry type, e.g.

@hasEntriesOfType(""Accolade"")
@hasEntriesOfType(""TrackSatisfactionAction"")

Use any valid EntrySpec type.
This function actually returns the number of entries that the use has stored, but can you be used as a boolean test as well.","We are writing content that is tailored to whether the user has no entries in a section, has entries in a section, or has a certain number of entries in a section. 

I would like a function that evaluates whether an entry exists in a section of the Career section. For example, if our user has completed 1 accomplishment entry, she will get a different statement than a user that has not added any entries. ",,,,,⚠️ Need to notify,1,1,,2/7/2020 5:24pm,2020-02-08,8750
Function: evaluate if a chat is completed and evaluate when the chat was complete,New Feature,Critical,12,Complete,,,2020-02-03,2/3/2020 2:36pm,187,,,"'@hasConversationCompleted(<id>)
@hasConversationCompletedWithinLastDays(<id>, <numDays>)","A function to evaluate if a chat is completed and when the chat was completed. Example: If the chat Why Talking Yourself Up Matters is complete and was completed more than 1 day ago, then display statement abc.xyz.",,,,,⚠️ Need to notify,1,1,,2/7/2020 5:28pm,2020-02-08,5932
"HTML or Markdown formatting in attributes, sources, and examples",New Feature,Critical,12,Complete,,,2020-02-03,2/3/2020 2:47pm,187,Screen Shot 2020-02-03 at 2.48.32 PM.png (https://dl.airtable.com/.attachments/38db5930974f59b8bb16a2150d041d23/742cd264/ScreenShot2020-02-03at2.48.32PM.png),,Should now be working,"Is possible to enable the use of HTML language in attributes, sources, and examples so I can format the text in specific ways? 

See the attached image of how examples display in the drawer. I've tried using multiple spaces for line breaks as well as the html tag. ",,,,,⚠️ Need to notify,1,1,,2/7/2020 5:29pm,2020-02-08,5922
"Plus button: Add ""Market Info"" ",New Feature,Critical,12,Complete,,,2020-02-05,2/5/2020 5:44am,185,,Adam Galper,Done,"Add ""Market Info"" to the list of actions available in the Plus button across home page, career, and essentials. ",,,,,⚠️ Need to notify,1,1,,2/7/2020 5:29pm,2020-02-08,3585
Rules for Inspiration on home page so automatically update,New Feature,Critical,12,Complete,2/3/2020,37,2020-01-13,1/13/2020 8:06am,208,,,"Sorry, what are these rules?",,,,,,⚠️ Need to notify,1,1,,2/10/2020 5:27pm,2020-02-11,40880
TILE: Tile generation methodology ,New Feature,Critical,11,Complete,1/27/2020,38,2020-01-15,1/15/2020 11:59am,206,,Adam Galper,,"Slack Message from Adam on 1/11: i think the approach we should follow is to define a limited set of markup for our takeaways (color, style, font, alignment), render the takeaway tile in the app, and then have some code in the app that locally generates an image from the rendering so that it can be posted. i think i have all the tools I need to try that (no need for an external tool or service).",,,,Nicole Johnson,⚠️ Need to notify,1,1,,2/10/2020 5:30pm,2020-02-11,37770
